character_1,character_2,scene_duration,season_num,episode_num,episode_title,location,count_words_of_char_1,count_words_of_char_2
Bran Stark,Hodor,337,1,1,Winter Is Coming,The North,3162,81
Bran Stark,Robert Baratheon,415,1,1,Winter Is Coming,The North,3162,2608
Bran Stark,Cersei Lannister,448,1,1,Winter Is Coming,The North,3162,15111
Bran Stark,Jaime Lannister,448,1,1,Winter Is Coming,The North,3162,11515
Bran Stark,Myrcella Baratheon,337,1,1,Winter Is Coming,The North,3162,277
Bran Stark,Tommen Baratheon,337,1,1,Winter Is Coming,The North,3162,1400
Catelyn Stark,Summer,337,1,1,Winter Is Coming,The North,3486,0
Catelyn Stark,Joffrey Baratheon,531,1,1,Winter Is Coming,The North,3486,3303
Catelyn Stark,Sandor Clegane,337,1,1,Winter Is Coming,The North,3486,3829
Catelyn Stark,Jory Cassel,337,1,1,Winter Is Coming,The North,3486,241
Catelyn Stark,Hodor,337,1,1,Winter Is Coming,The North,3486,81
Catelyn Stark,Robert Baratheon,554,1,1,Winter Is Coming,The North,3486,2608
Catelyn Stark,Cersei Lannister,554,1,1,Winter Is Coming,The North,3486,15111
Catelyn Stark,Jaime Lannister,531,1,1,Winter Is Coming,The North,3486,11515
Catelyn Stark,Myrcella Baratheon,337,1,1,Winter Is Coming,The North,3486,277
Catelyn Stark,Tommen Baratheon,337,1,1,Winter Is Coming,The North,3486,1400
Maester Luwin,Summer,337,1,1,Winter Is Coming,The North,1120,0
Maester Luwin,Arya Stark,337,1,1,Winter Is Coming,The North,1120,6329
Maester Luwin,Joffrey Baratheon,337,1,1,Winter Is Coming,The North,1120,3303
Maester Luwin,Sandor Clegane,337,1,1,Winter Is Coming,The North,1120,3829
Maester Luwin,Rickon Stark,337,1,1,Winter Is Coming,The North,1120,124
Maester Luwin,Eddard Stark,518,1,1,Winter Is Coming,The North,1120,3511
Maester Luwin,Sansa Stark,337,1,1,Winter Is Coming,The North,1120,8796
Maester Luwin,Theon Greyjoy,337,1,1,Winter Is Coming,The North,1120,5363
Maester Luwin,Jon Snow,337,1,1,Winter Is Coming,The North,1120,12104
Maester Luwin,Jory Cassel,337,1,1,Winter Is Coming,The North,1120,241
Maester Luwin,Hodor,337,1,1,Winter Is Coming,The North,1120,81
Maester Luwin,Rodrik Cassel,337,1,1,Winter Is Coming,The North,1120,372
Maester Luwin,Robert Baratheon,337,1,1,Winter Is Coming,The North,1120,2608
Maester Luwin,Cersei Lannister,337,1,1,Winter Is Coming,The North,1120,15111
Maester Luwin,Jaime Lannister,337,1,1,Winter Is Coming,The North,1120,11515
Maester Luwin,Myrcella Baratheon,337,1,1,Winter Is Coming,The North,1120,277
Maester Luwin,Tommen Baratheon,337,1,1,Winter Is Coming,The North,1120,1400
Summer,Arya Stark,337,1,1,Winter Is Coming,The North,0,6329
Summer,Joffrey Baratheon,337,1,1,Winter Is Coming,The North,0,3303
Summer,Sandor Clegane,415,1,1,Winter Is Coming,The North,0,3829
Summer,Rickon Stark,337,1,1,Winter Is Coming,The North,0,124
Summer,Sansa Stark,337,1,1,Winter Is Coming,The North,0,8796
Summer,Hodor,337,1,1,Winter Is Coming,The North,0,81
Summer,Robert Baratheon,415,1,1,Winter Is Coming,The North,0,2608
Summer,Cersei Lannister,448,1,1,Winter Is Coming,The North,0,15111
Summer,Jaime Lannister,448,1,1,Winter Is Coming,The North,0,11515
Summer,Myrcella Baratheon,337,1,1,Winter Is Coming,The North,0,277
Summer,Tommen Baratheon,337,1,1,Winter Is Coming,The North,0,1400
Arya Stark,Joffrey Baratheon,531,1,1,Winter Is Coming,The North,6329,3303
Arya Stark,Sandor Clegane,337,1,1,Winter Is Coming,The North,6329,3829
Arya Stark,Jory Cassel,337,1,1,Winter Is Coming,The North,6329,241
Arya Stark,Hodor,337,1,1,Winter Is Coming,The North,6329,81
Arya Stark,Robert Baratheon,531,1,1,Winter Is Coming,The North,6329,2608
Arya Stark,Cersei Lannister,531,1,1,Winter Is Coming,The North,6329,15111
Arya Stark,Jaime Lannister,531,1,1,Winter Is Coming,The North,6329,11515
Arya Stark,Myrcella Baratheon,337,1,1,Winter Is Coming,The North,6329,277
Arya Stark,Tommen Baratheon,337,1,1,Winter Is Coming,The North,6329,1400
Joffrey Baratheon,Sandor Clegane,337,1,1,Winter Is Coming,The North,3303,3829
Joffrey Baratheon,Rickon Stark,337,1,1,Winter Is Coming,The North,3303,124
Joffrey Baratheon,Eddard Stark,531,1,1,Winter Is Coming,The North,3303,3511
Joffrey Baratheon,Sansa Stark,531,1,1,Winter Is Coming,The North,3303,8796
Joffrey Baratheon,Theon Greyjoy,531,1,1,Winter Is Coming,The North,3303,5363
Joffrey Baratheon,Jon Snow,337,1,1,Winter Is Coming,The North,3303,12104
Joffrey Baratheon,Jory Cassel,337,1,1,Winter Is Coming,The North,3303,241
Joffrey Baratheon,Hodor,337,1,1,Winter Is Coming,The North,3303,81
Joffrey Baratheon,Rodrik Cassel,531,1,1,Winter Is Coming,The North,3303,372
Joffrey Baratheon,Robert Baratheon,531,1,1,Winter Is Coming,The North,3303,2608
Joffrey Baratheon,Cersei Lannister,531,1,1,Winter Is Coming,The North,3303,15111
Joffrey Baratheon,Jaime Lannister,531,1,1,Winter Is Coming,The North,3303,11515
Joffrey Baratheon,Myrcella Baratheon,337,1,1,Winter Is Coming,The North,3303,277
Joffrey Baratheon,Tommen Baratheon,337,1,1,Winter Is Coming,The North,3303,1400
Sandor Clegane,Rickon Stark,337,1,1,Winter Is Coming,The North,3829,124
Sandor Clegane,Eddard Stark,415,1,1,Winter Is Coming,The North,3829,3511
Sandor Clegane,Sansa Stark,337,1,1,Winter Is Coming,The North,3829,8796
Sandor Clegane,Theon Greyjoy,415,1,1,Winter Is Coming,The North,3829,5363
Sandor Clegane,Jon Snow,337,1,1,Winter Is Coming,The North,3829,12104
Sandor Clegane,Jory Cassel,337,1,1,Winter Is Coming,The North,3829,241
Sandor Clegane,Hodor,337,1,1,Winter Is Coming,The North,3829,81
Sandor Clegane,Rodrik Cassel,337,1,1,Winter Is Coming,The North,3829,372
Sandor Clegane,Robert Baratheon,415,1,1,Winter Is Coming,The North,3829,2608
Sandor Clegane,Cersei Lannister,337,1,1,Winter Is Coming,The North,3829,15111
Sandor Clegane,Jaime Lannister,337,1,1,Winter Is Coming,The North,3829,11515
Sandor Clegane,Myrcella Baratheon,337,1,1,Winter Is Coming,The North,3829,277
Sandor Clegane,Tommen Baratheon,337,1,1,Winter Is Coming,The North,3829,1400
Rickon Stark,Jory Cassel,337,1,1,Winter Is Coming,The North,124,241
Rickon Stark,Hodor,337,1,1,Winter Is Coming,The North,124,81
Rickon Stark,Robert Baratheon,337,1,1,Winter Is Coming,The North,124,2608
Rickon Stark,Cersei Lannister,337,1,1,Winter Is Coming,The North,124,15111
Rickon Stark,Jaime Lannister,337,1,1,Winter Is Coming,The North,124,11515
Rickon Stark,Myrcella Baratheon,337,1,1,Winter Is Coming,The North,124,277
Rickon Stark,Tommen Baratheon,337,1,1,Winter Is Coming,The North,124,1400
Eddard Stark,Hodor,337,1,1,Winter Is Coming,The North,3511,81
Eddard Stark,Robert Baratheon,748,1,1,Winter Is Coming,The North,3511,2608
Eddard Stark,Cersei Lannister,531,1,1,Winter Is Coming,The North,3511,15111
Eddard Stark,Jaime Lannister,531,1,1,Winter Is Coming,The North,3511,11515
Eddard Stark,Myrcella Baratheon,337,1,1,Winter Is Coming,The North,3511,277
Eddard Stark,Tommen Baratheon,337,1,1,Winter Is Coming,The North,3511,1400
Sansa Stark,Jory Cassel,337,1,1,Winter Is Coming,The North,8796,241
Sansa Stark,Hodor,337,1,1,Winter Is Coming,The North,8796,81
Sansa Stark,Robert Baratheon,531,1,1,Winter Is Coming,The North,8796,2608
Sansa Stark,Cersei Lannister,531,1,1,Winter Is Coming,The North,8796,15111
Sansa Stark,Jaime Lannister,531,1,1,Winter Is Coming,The North,8796,11515
Sansa Stark,Myrcella Baratheon,337,1,1,Winter Is Coming,The North,8796,277
Sansa Stark,Tommen Baratheon,337,1,1,Winter Is Coming,The North,8796,1400
Theon Greyjoy,Hodor,337,1,1,Winter Is Coming,The North,5363,81
Theon Greyjoy,Robert Baratheon,609,1,1,Winter Is Coming,The North,5363,2608
Theon Greyjoy,Cersei Lannister,531,1,1,Winter Is Coming,The North,5363,15111
Theon Greyjoy,Jaime Lannister,531,1,1,Winter Is Coming,The North,5363,11515
Theon Greyjoy,Myrcella Baratheon,337,1,1,Winter Is Coming,The North,5363,277
Theon Greyjoy,Tommen Baratheon,337,1,1,Winter Is Coming,The North,5363,1400
Jon Snow,Hodor,337,1,1,Winter Is Coming,The North,12104,81
Jon Snow,Robert Baratheon,337,1,1,Winter Is Coming,The North,12104,2608
Jon Snow,Cersei Lannister,337,1,1,Winter Is Coming,The North,12104,15111
Jon Snow,Jaime Lannister,337,1,1,Winter Is Coming,The North,12104,11515
Jon Snow,Myrcella Baratheon,337,1,1,Winter Is Coming,The North,12104,277
Jon Snow,Tommen Baratheon,337,1,1,Winter Is Coming,The North,12104,1400
Jory Cassel,Hodor,337,1,1,Winter Is Coming,The North,241,81
Jory Cassel,Robert Baratheon,337,1,1,Winter Is Coming,The North,241,2608
Jory Cassel,Cersei Lannister,337,1,1,Winter Is Coming,The North,241,15111
Jory Cassel,Jaime Lannister,337,1,1,Winter Is Coming,The North,241,11515
Jory Cassel,Myrcella Baratheon,337,1,1,Winter Is Coming,The North,241,277
Jory Cassel,Tommen Baratheon,337,1,1,Winter Is Coming,The North,241,1400
Hodor,Rodrik Cassel,337,1,1,Winter Is Coming,The North,81,372
Hodor,Robert Baratheon,337,1,1,Winter Is Coming,The North,81,2608
Hodor,Cersei Lannister,337,1,1,Winter Is Coming,The North,81,15111
Hodor,Jaime Lannister,337,1,1,Winter Is Coming,The North,81,11515
Hodor,Myrcella Baratheon,337,1,1,Winter Is Coming,The North,81,277
Hodor,Tommen Baratheon,337,1,1,Winter Is Coming,The North,81,1400
Rodrik Cassel,Robert Baratheon,554,1,1,Winter Is Coming,The North,372,2608
Rodrik Cassel,Cersei Lannister,554,1,1,Winter Is Coming,The North,372,15111
Rodrik Cassel,Jaime Lannister,531,1,1,Winter Is Coming,The North,372,11515
Rodrik Cassel,Myrcella Baratheon,337,1,1,Winter Is Coming,The North,372,277
Rodrik Cassel,Tommen Baratheon,337,1,1,Winter Is Coming,The North,372,1400
Robert Baratheon,Cersei Lannister,554,1,1,Winter Is Coming,The North,2608,15111
Robert Baratheon,Jaime Lannister,531,1,1,Winter Is Coming,The North,2608,11515
Robert Baratheon,Myrcella Baratheon,337,1,1,Winter Is Coming,The North,2608,277
Robert Baratheon,Tommen Baratheon,337,1,1,Winter Is Coming,The North,2608,1400
Cersei Lannister,Myrcella Baratheon,337,1,1,Winter Is Coming,The North,15111,277
Cersei Lannister,Tommen Baratheon,337,1,1,Winter Is Coming,The North,15111,1400
Jaime Lannister,Myrcella Baratheon,337,1,1,Winter Is Coming,The North,11515,277
Jaime Lannister,Tommen Baratheon,337,1,1,Winter Is Coming,The North,11515,1400
Myrcella Baratheon,Tommen Baratheon,337,1,1,Winter Is Coming,The North,277,1400
Jaime Lannister,Tyrion Lannister,130,1,1,Winter Is Coming,The North,11515,25790
Jaime Lannister,Ros,130,1,1,Winter Is Coming,The North,11515,804
Tyrion Lannister,Ros,130,1,1,Winter Is Coming,The North,25790,804
Daenerys Targaryen,Viserys Targaryen,716,1,1,Winter Is Coming,Pentos,11818,1177
Daenerys Targaryen,Illyrio Mopatis,564,1,1,Winter Is Coming,Pentos,11818,235
Daenerys Targaryen,Khal Drogo,565,1,1,Winter Is Coming,Pentos,11818,421
Daenerys Targaryen,Qotho,462,1,1,Winter Is Coming,Pentos,11818,111
Viserys Targaryen,Illyrio Mopatis,564,1,1,Winter Is Coming,Pentos,1177,235
Viserys Targaryen,Khal Drogo,462,1,1,Winter Is Coming,Pentos,1177,421
Viserys Targaryen,Qotho,462,1,1,Winter Is Coming,Pentos,1177,111
Illyrio Mopatis,Khal Drogo,462,1,1,Winter Is Coming,Pentos,235,421
Illyrio Mopatis,Qotho,462,1,1,Winter Is Coming,Pentos,235,111
Khal Drogo,Qotho,462,1,1,Winter Is Coming,Pentos,421,111
Jon Snow,Benjen Stark,175,1,1,Winter Is Coming,The North,12104,633
Jon Snow,Tyrion Lannister,175,1,1,Winter Is Coming,The North,12104,25790
Benjen Stark,Tyrion Lannister,253,1,1,Winter Is Coming,The North,633,25790
Rodrik Cassel,Benjen Stark,194,1,1,Winter Is Coming,The North,372,633
Benjen Stark,Eddard Stark,272,1,1,Winter Is Coming,The North,633,3511
Benjen Stark,Robb Stark,272,1,1,Winter Is Coming,The North,633,3920
Benjen Stark,Robert Baratheon,272,1,1,Winter Is Coming,The North,633,2608
Benjen Stark,Catelyn Stark,194,1,1,Winter Is Coming,The North,633,3486
Benjen Stark,Cersei Lannister,194,1,1,Winter Is Coming,The North,633,15111
Benjen Stark,Sansa Stark,194,1,1,Winter Is Coming,The North,633,8796
Benjen Stark,Joffrey Baratheon,194,1,1,Winter Is Coming,The North,633,3303
Benjen Stark,Jaime Lannister,194,1,1,Winter Is Coming,The North,633,11515
Benjen Stark,Arya Stark,194,1,1,Winter Is Coming,The North,633,6329
Benjen Stark,Theon Greyjoy,272,1,1,Winter Is Coming,The North,633,5363
Robb Stark,Robert Baratheon,272,1,1,Winter Is Coming,The North,3920,2608
Robb Stark,Cersei Lannister,194,1,1,Winter Is Coming,The North,3920,15111
Robb Stark,Joffrey Baratheon,194,1,1,Winter Is Coming,The North,3920,3303
Robb Stark,Jaime Lannister,194,1,1,Winter Is Coming,The North,3920,11515
Khal Drogo,Jorah Mormont,336,1,1,Winter Is Coming,Pentos,421,4806
Khal Drogo,Drogon,336,1,1,Winter Is Coming,Pentos,421,0
Khal Drogo,Rhaegal,336,1,1,Winter Is Coming,Pentos,421,0
Khal Drogo,Viserion,336,1,1,Winter Is Coming,Pentos,421,0
Daenerys Targaryen,Jorah Mormont,336,1,1,Winter Is Coming,Pentos,11818,4806
Daenerys Targaryen,Drogon,336,1,1,Winter Is Coming,Pentos,11818,0
Daenerys Targaryen,Rhaegal,336,1,1,Winter Is Coming,Pentos,11818,0
Daenerys Targaryen,Viserion,336,1,1,Winter Is Coming,Pentos,11818,0
Viserys Targaryen,Jorah Mormont,336,1,1,Winter Is Coming,Pentos,1177,4806
Viserys Targaryen,Drogon,336,1,1,Winter Is Coming,Pentos,1177,0
Viserys Targaryen,Rhaegal,336,1,1,Winter Is Coming,Pentos,1177,0
Viserys Targaryen,Viserion,336,1,1,Winter Is Coming,Pentos,1177,0
Illyrio Mopatis,Jorah Mormont,336,1,1,Winter Is Coming,Pentos,235,4806
Illyrio Mopatis,Drogon,336,1,1,Winter Is Coming,Pentos,235,0
Illyrio Mopatis,Rhaegal,336,1,1,Winter Is Coming,Pentos,235,0
Illyrio Mopatis,Viserion,336,1,1,Winter Is Coming,Pentos,235,0
Qotho,Jorah Mormont,336,1,1,Winter Is Coming,Pentos,111,4806
Qotho,Drogon,336,1,1,Winter Is Coming,Pentos,111,0
Qotho,Rhaegal,336,1,1,Winter Is Coming,Pentos,111,0
Qotho,Viserion,336,1,1,Winter Is Coming,Pentos,111,0
Jorah Mormont,Drogon,336,1,1,Winter Is Coming,Pentos,4806,0
Jorah Mormont,Rhaegal,336,1,1,Winter Is Coming,Pentos,4806,0
Jorah Mormont,Viserion,336,1,1,Winter Is Coming,Pentos,4806,0
Drogon,Rhaegal,336,1,1,Winter Is Coming,Pentos,0,0
Drogon,Viserion,336,1,1,Winter Is Coming,Pentos,0,0
Rhaegal,Viserion,336,1,1,Winter Is Coming,Pentos,0,0
Tyrion Lannister,Sandor Clegane,78,1,1,Winter Is Coming,The North,25790,3829
Tyrion Lannister,Theon Greyjoy,78,1,1,Winter Is Coming,The North,25790,5363
Tyrion Lannister,Eddard Stark,78,1,1,Winter Is Coming,The North,25790,3511
Tyrion Lannister,Robb Stark,78,1,1,Winter Is Coming,The North,25790,3920
Tyrion Lannister,Robert Baratheon,78,1,1,Winter Is Coming,The North,25790,2608
Tyrion Lannister,Bran Stark,78,1,1,Winter Is Coming,The North,25790,3162
Tyrion Lannister,Summer,78,1,1,Winter Is Coming,The North,25790,0
Sandor Clegane,Benjen Stark,78,1,1,Winter Is Coming,The North,3829,633
Sandor Clegane,Robb Stark,78,1,1,Winter Is Coming,The North,3829,3920
Benjen Stark,Bran Stark,78,1,1,Winter Is Coming,The North,633,3162
Benjen Stark,Summer,78,1,1,Winter Is Coming,The North,633,0
Jorah Mormont,Daenerys Targaryen,186,1,2,The Kingsroad,The Dothraki Sea,4806,11818
Jorah Mormont,Khal Drogo,186,1,2,The Kingsroad,The Dothraki Sea,4806,421
Jorah Mormont,Viserys Targaryen,186,1,2,The Kingsroad,The Dothraki Sea,4806,1177
Jorah Mormont,Doreah,186,1,2,The Kingsroad,The Dothraki Sea,4806,529
Jorah Mormont,Irri,186,1,2,The Kingsroad,The Dothraki Sea,4806,228
Jorah Mormont,Jhiqui,186,1,2,The Kingsroad,The Dothraki Sea,4806,6
Daenerys Targaryen,Khal Drogo,362,1,2,The Kingsroad,The Dothraki Sea,11818,421
